Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,approx_sales,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Platform_year
30216,Explosive Dinosaurs,Misc,,Ouya,Unknown,Unknown,,,0,,,,,,,2015,3
30222,Extreme Championship Racing: Devastation,Racing,,PS2,Acclaim Entertainment,Acclaim Entertainment,,,0,,,,,,,2001,2
30223,Extreme Ghostbusters,Platform,,GB,LSP Games,Magic Pockets,,,0,,,,,,,2001,13
30225,Extreme Ghostbusters: The Ultimate Invasion,Shooter,,PS,LSP Games,Similis,,,0,,,,,,,2004,11
30238,Eye of the Beholder,Role-Playing,,Lynx,Unknown,NuFX,,,0,,,,,,,1999,2000
30246,Eyedentify,Adventure,RP,PS3,Unknown,SCEE,,,0,,,,,,,2007,2
30247,Eyeshield 21: AmeFoot Yarouze! Ya! Ha!,Role-Playing,,PS2,Konami,Konami,,,0,,,,,,,2005,6
30248,EyeToy Play 3,Misc,,PS2,Sony Computer Entertainment,SCEE London Studio,,,0,,,,,,,2005,6
30249,EyeToy Play: Astro Zoo,Misc,,PS2,Sony Computer Entertainment,SCEE London Studio,,,0,,,,,,,2007,8
30250,EyeToy Play: Hero,Misc,,PS2,Sony Computer Entertainment,SCEE London Studio,,,0,,,,,,,2008,9
30251,EyeToy Play: PomPom Party,Misc,,PS2,Sony Computer Entertainment,SCEE London Studio,,,0,,,,,,,2008,9
30252,EyeToy Play: Sports,Sports,,PS2,Sony Computer Entertainment,SCEE London Studio,,,0,,,,,,,2006,7
30253,EyeToy: Active,Misc,E,PS2,Sony Computer Entertainment,SCEE London Studio,,,0,,,,,,,2005,6
30254,EyeToy: Chat,Misc,,PS2,Sony Computer Entertainment,SCEE London Studio,,,0,,,,,,,2006,7
30255,EyeToy: Kinetic Combat,Sports,,PS2,Sony Computer Entertainment,SCEE London Studio,,,0,,,,,,,2006,7
30256,EyeToy: Monkey Mania,Party,,PS2,Sony Computer Entertainment,SCE Japan Studio,,,0,,,,,,,2005,6
30257,EZ-Talk Shokyuuhen 1,Misc,,GBA,Keynet,"Nd Cube Co., Ltd.",,,0,,,,,,,2001,1
30258,EZ-Talk Shokyuuhen 1-6 Kan Set,Misc,,GBA,Keynet,"Nd Cube Co., Ltd.",,,0,,,,,,,2001,1
30259,EZ-Talk Shokyuuhen 2,Misc,,GBA,Keynet,"Nd Cube Co., Ltd.",,,0,,,,,,,2001,1
30260,EZ-Talk Shokyuuhen 3,Misc,,GBA,Keynet,"Nd Cube Co., Ltd.",,,0,,,,,,,2001,1
30261,EZ-Talk Shokyuuhen 4,Misc,,GBA,Keynet,"Nd Cube Co., Ltd.",,,0,,,,,,,2001,1
30262,EZ-Talk Shokyuuhen 5,Misc,,GBA,Keynet,"Nd Cube Co., Ltd.",,,0,,,,,,,2001,1
30263,EZ-Talk Shokyuuhen 6,Misc,,GBA,Keynet,"Nd Cube Co., Ltd.",,,0,,,,,,,2001,1
30266,F-1 Circus CD,Racing,,SCD,Nichibutsu,Nichibutsu,,,0,,,,,,,1994,4
30267,F-1 Dream,Racing,,PCE,NEC Avenue,NEC Avenue,,,0,,,,,,,1989,3
30268,F-1 GP,Racing,,3DO,Pony Canyon,Pony Canyon,,,0,,,,,,,1995,3
30269,F-1 Pilot,Racing,,PCE,Pack-In-Video,Pack-In-Video,,,0,,,,,,,1989,3
30270,F-117 Night Storm,Simulation,,GEN,Electronic Arts,Rare Ltd.,,,0,,,,,,,1993,6
30271,F-117A Stealth Fighter,Simulation,,NES,Microprose,MicroProse,,,0,,,,,,,1992,8
30272,F-15 City War,Simulation,,NES,American Video Entertainment,American Video Entertainment,,,0,,,,,,,1990,6
30273,F-15 Strike Eagle,Simulation,,GG,Microprose,NMS Software,,,0,,,,,,,1993,4
30274,F-15 Strike Eagle,Simulation,,GB,Microprose,NMS Software,,,0,,,,,,,1993,5
30275,F-15 Strike Eagle,Simulation,,NES,Microprose,MicroProse,,,0,,,,,,,1992,8
30278,F-15 Strike Eagle II,Simulation,,GEN,Microprose,MicroProse,,,0,,,,,,,1993,6
30280,F-16 Fighting Falcon,Simulation,,MS,Sega,Sega,,,0,,,,,,,1986,1
30282,F-18 Hornet,Simulation,,7800,Absolute Entertainment,Absolute Entertainment,,,0,,,,,,,1988,3
30288,F-Zero: Climax,Racing,,GBA,Nintendo,Suzak,,,0,,,,,,,2004,4
30289,F-Zero: Maximum Velocity,Misc,,WiiU,Nintendo,Unknown,,,0,,,,,,,2014,3
30297,F1,Racing,,MS,Domark Software,Teque Interactive,,,0,,,,,,,1993,8
30300,F1 2002,Racing,,XB,EA Sports,Visual Sciences Ltd.,7,,0,,,,,,,2002,2
30301,F1 2009,Racing,,PS3,Codemasters,Sumo Digital,,,0,,,,,,,2009,4
30302,F1 2009,Racing,,X360,Unknown,Sumo Digital,,,0,,,,,,,2009,5
30308,F1 Career Challenge,Racing,,GC,EA Sports,Visual Science,,,0,,,,,,,2003,3
30309,F1 Career Challenge,Racing,,XB,EA Sports,Visual Science,,,0,,,,,,,2003,3
30311,F1 Circus,Racing,,PCE,Nichibutsu,Nihon Bussan,,,0,,,,,,,1990,4
30312,F1 Circus,Racing,,NES,Nichibutsu,Nichibutsu,,,0,,,,,,,1992,8
30313,F1 Circus '91,Racing,,PCE,Nichibutsu,Nihon Bussan,,,0,,,,,,,1991,5
30314,F1 Circus '92,Racing,,PCE,Nichibutsu,Nihon Bussan,,,0,,,,,,,1992,6
30315,F1 Circus MD,Racing,,GEN,Nichibutsu,Micronics,,,0,,,,,,,1991,4
30316,F1 Circus Special: Pole To Win,Racing,,PCE,Nichibutsu,Nihon Bussan,,,0,,,,,,,1992,6
30318,F1 Pole Position,Racing,,SNES,Ubisoft,Human Entertainment,,,0,,,,,,,1993,4
30319,F1 Pole Position,Racing,,GB,Ubisoft,Varie,,,0,,,,,,,1993,5
30320,F1 Pole Position 2,Racing,,SNES,Ubisoft,Human Entertainment,,,0,,,,,,,1993,4
30321,F1 Race Stars,Racing,E,WiiU,Codemasters,Codemasters Birmingham,,,0,,,,,,,2014,3
30322,F1 Racing Championship,Racing,,N64,Video System,Ubisoft,,,0,,,,,,,2000,5
30323,F1 Racing Championship,Racing,,PS2,Video System,Ubisoft,,,0,,,,,,,2001,2
30325,F1 Racing Championship,Racing,,DC,Video System,Ubisoft,,,0,,,,,,,2001,4
30326,F1 Racing Championship,Racing,,GB,Video System,Ubisoft,,,0,,,,,,,2000,12
30327,F1 ROC II: Race of Champions,Racing,,SNES,Seta Corporation,Seta Corporation,,,0,,,,,,,1994,5
30328,F1 Triple Battle,Racing,,PCE,Human Entertainment,Human Entertainment,,,0,,,,,,,1989,3
30329,F1 World Championship Edition,Racing,,GEN,Domark Software,Parkstar Software,,,0,,,,,,,1995,8
30330,F1 World Championship Edition,Racing,,SNES,Acclaim Entertainment,Domark,,,0,,,,,,,1995,6
30331,F1 World Grand Prix,Racing,E,DC,Sega,Paradigm Entertainment,8,,0,,,,,,,2000,3
30332,F1 World Grand Prix II,Racing,,N64,Video System,Paradigm Entertainment,,,0,,,,,,,1998,3
30333,F1 World Grand Prix II,Racing,,DC,Video System,Paradigm Entertainment,7.1,,0,,,,,,,2000,3
30334,F22 Interceptor,Action,,GEN,Electronic Arts,Electronic Arts,,,0,,,,,,,1991,4
30335,F24: Stealth Fighter,Simulation,E10,GBA,Majesco,Skyworks Technologies,3.6,,0,,,,,,,2007,7
30336,F355 Challenge: Passione Rossa,Racing,E,DC,Acclaim Entertainment,Sega,8.5,,0,,,,,,,2000,3
30344,Fable Legends,Role-Playing,,XOne,Microsoft Studios,Lionhead Studios,,,0,,,,,,,2019,7
30345,Fable: The Lost Chapters,Role-Playing,M,XB,Microsoft Game Studios,Lionhead Studios,8.1,,0,,,,,,,2005,5
30351,Face Raiders,Shooter,E,3DS,Nintendo,Nintendo,,,0,,,,,,,2011,1
30352,Faceball 2000,Shooter,,GB,Bullet Proof Software,Xanth Software,,,0,,,,,,,1991,3
30353,Faceball 2000,Sports,,GG,Riverhillsoft,Xanth Software,,,0,,,,,,,1993,4
30359,Factory Panic,Action,,GG,Sega,Sega,,,0,,,,,,,1991,2
30365,Fahrenheit,Adventure,T,SCD,Sega,Sega,,,0,,,,,,,1995,5
30369,Fairy Kitty no Kaiun Jiten: Yousei no Kuni no Uranai Shugyou,Misc,,GB,Imagineer,Imagineer,,,0,,,,,,,1998,10
30376,Fake Colours,Puzzle,,Ouya,Good-feel Co. Ltd.,Good-feel Co. Ltd.,,,0,,,,,,,2014,2
30377,Falcom Classics,Misc,,SAT,Victor Interactive,Nihon Falcom Corporation,,,0,,,,,,,1997,4
30378,Falcom Classics Collection,Misc,,SAT,Victor Interactive,Nihon Falcom Corporation,,,0,,,,,,,1999,6
30379,Falcom Classics II,Misc,,SAT,Victor Interactive,Nihon Falcom Corporation,,,0,,,,,,,1998,5
30380,Falcon,Simulation,,PCE,Spectrum Holobyte,Sphere,,,0,,,,,,,1992,6
30392,Fallen Kingdoms,Role-Playing,,GIZ,Unknown,Gizmondo Studios,,,0,,,,,,,2009,5
30393,Fallen Legion,Role-Playing,,PS4,Acttil,YummyYummyTummy,,,0,,,,,,,2017,5
30394,Fallen Legion: Flames of Rebellion,Role-Playing,,PSV,Acttil,YummyYummyTummy,,,0,,,,,,,2017,7
30396,Falling Skies: The Game,Role-Playing,,PS4,Little Orbit,Little Orbit,,,0,,,,,,,2016,4
30398,Falling Skies: The Game,Role-Playing,,WiiU,Little Orbit,Little Orbit,,,0,,,,,,,2016,5
30399,Falling Skies: The Game,Role-Playing,,PS3,Little Orbit,Little Orbit,,,0,,,,,,,2016,11
30400,Falling Stars,Role-Playing,E,PS2,Agetec,Ivolgamus,3.4,,0,,,,,,,2008,9
30405,Fallout 3 & Oblivion Double Pack,Misc,,X360,Bethesda Softworks,Unknown,,,0,,,,,,,2012,8
30409,Fallout 3: Game of the Year Edition,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Softworks,,,0,,,,,,,2009,4
30410,Fallout 3: Game of the Year Edition,Role-Playing,M,X360,Bethesda Softworks,Bethesda Softworks,,,0,,,,,,,2009,5
30438,Fame Academy,Misc,,PS2,Ubisoft,Monte Cristo Multimedia,,,0,,,,,,,2003,4
30439,Famicom Bunko: Hajimari no Mori,Adventure,,SNES,Nintendo,Pax Softonica,,,0,,,,,,,1999,10
30440,Famicom Igo Nyuumon,Misc,,NES,I'Max,Unknown,,,0,,,,,,,1991,7
30441,Famicom Mini: Dai-2-Ji Super Robot Taisen,Strategy,,GBA,Banpresto,WinkySoft,,,0,,,,,,,2004,4
30442,Famicom Mini: Kidou Senshi Z-Gundam - Hot Scramble,Action,,GBA,Bandai,Bandai,,,0,,,,,,,2004,4
30443,Famicom Mukashi Banashi: Shin Oniga Shima - Kouhen (FDS),Adventure,,NES,Nintendo,Pax Softonica,,,0,,,,,,,1987,3
30444,Famicom Mukashi Banashi: Shin Oniga Shima - Zenpen (FDS),Adventure,,NES,Nintendo,Pax Softonica,,,0,,,,,,,1987,3
30445,Famicom Mukashi Banashi: Yuuyuuki - Kouhen (FDS),Adventure,,NES,Nintendo,Pax Softnica,,,0,,,,,,,1989,5
30446,Famicom Mukashi Banashi: Yuuyuuki - Zenpen (FDS),Adventure,,NES,Nintendo,Pax Softnica,,,0,,,,,,,1989,5
30447,Famicom Shogi: Ryuu-Ou-Sen,Misc,,NES,I'Max,Home Data,,,0,,,,,,,1991,7
30448,Famicom Tantei Club Part II,Adventure,,SNES,Nintendo,Nintendo,,,0,,,,,,,1998,9
30450,Famicom Tantei Club Part II: Ushiro ni Tatsu Shoujo (FDS),Adventure,,NES,Nintendo,Nintendo,,,0,,,,,,,1989,5
30453,Famicom Tantei Club: Kieta Koukeisha (FDS),Adventure,,NES,Nintendo,Nintendo,,,0,,,,,,,1988,4
30454,Famicom Wars,Strategy,,NES,Nintendo,Intelligent Systems,,,0,,,,,,,1988,4
30457,Family Bowling 3D,Misc,,3DS,Arc System Works,Unknown,,,0,,,,,,,2013,3
30459,Family Challenge Wii,Sports,,Wii,Konami,Konami,,,0,,,,,,,2009,4
30460,Family Circuit,Racing,,NES,Namco,Game Studio,,,0,,,,,,,1988,4
30461,Family Circuit '91,Racing,,NES,Namco,Game Studio,,,0,,,,,,,1991,7
30463,Family Feud,Misc,E,PS2,Global Star Software,Ingram Entertainment,,,0,,,,,,,2006,7
30464,Family Feud,Misc,,SNES,GameTek,"Imagineering, Inc.",,,0,,,,,,,1993,4
30465,Family Feud,Misc,,NES,GameTek,Beam Software,,,0,,,,,,,1991,7
30466,Family Feud,Misc,,3DO,GameTek,Eurocom Entertainment Software,,,0,,,,,,,1994,2
30467,Family Feud,Misc,E,GBA,Global Star Software,Ingram Entertainment,,,0,,,,,,,2006,6
30469,Family Feud,Misc,,GEN,GameTek,Eurocom Entertainment Software,,,0,,,,,,,1993,6
30477,Family Guy,Adventure,M,XB,2K Games,High Voltage Software,,,0,,,,,,,2006,6
30478,Family Guy,Adventure,M,PS2,2K Games,High Voltage Software,,,0,,,,,,,2006,7
30479,Family Guy Time Warped,Misc,,3DS,EnjoyUp Games,Unknown,,,0,,,,,,,2013,3
30482,Family Jockey,Sports,,GB,Namco,Namco,,,0,,,,,,,1991,3
30483,Family Jockey,Sports,,NES,Namco,Namco,,,0,,,,,,,1987,3
30484,Family Jockey 2,Sports,,GB,Namco,Namco,,,0,,,,,,,1993,5
30485,Family Kart 3D,Misc,,3DS,Arc System Works,Unknown,,,0,,,,,,,2013,3
30486,Family Mahjong,Misc,,NES,Namco,Nihon Bussan,,,0,,,,,,,1987,3
30487,Family Mahjong II: Shanghai he no Michi,Misc,,NES,Namco,Nihon Bussan,,,0,,,,,,,1988,4
30489,Family Park Tycoon,Strategy,,DS,Astragon,Visual Imagination Software,,,0,,,,,,,2008,5
30492,Family Stadium 2003,Sports,,GC,Namco,Namco,,,0,,,,,,,2003,3
30494,Family Table Tennis,Misc,,3DS,Aksys Games,Unknown,,,0,,,,,,,2013,3
30495,Family Tennis,Sports,,NES,Namco,Namco,,,0,,,,,,,1987,3
30497,Family Tennis Advance,Sports,,GBA,Namco,Namco,,,0,,,,,,,2002,2
30498,Family Trainer: Double Challenge,Sports,,Wii,Namco Bandai,High Horse Entertainment,,,0,,,,,,,2009,4
30499,Family Trainer: Fuuun! Takeshi Shiro 2,Sports,,NES,Bandai,Bandai,,,0,,,,,,,1988,4
30500,Family Trainer: Jogging Race,Sports,,NES,Bandai,Bandai,,,0,,,,,,,1987,3
30501,Family Trainer: Meiro Daisakusen,Misc,,NES,Bandai,Bandai,,,0,,,,,,,1987,3
30502,Family Trainer: Rairai Kyonshizu: Baby Kyonshii no Amida Daibouken,Misc,,NES,Bandai,Bandai,,,0,,,,,,,1989,5
30503,Family Trainer: Tostugeki! Fuuun Takeshi Shiro,Misc,,NES,Bandai,Bandai,,,0,,,,,,,1987,3
30504,Famista '89 - Kaimaku Han!!,Sports,,NES,Namco,Namco,,,0,,,,,,,1989,5
30505,Famista '90,Sports,,NES,Namco,Namco,,,0,,,,,,,1989,5
30506,Famista '93,Sports,,NES,Namco,Namco,,,0,,,,,,,1992,8
30507,Famista '94,Sports,,NES,Namco,Namco,,,0,,,,,,,1993,9
30508,Famista 2,Sports,,GB,Namco,Namco,,,0,,,,,,,1992,4
30509,Famista 3,Sports,,GB,Namco,Namco,,,0,,,,,,,1993,5
30510,Famista Advance,Sports,,GBA,Namco,Namco,,,0,,,,,,,2002,2
30511,Famous,Adventure,,DS,Nobilis,Artefacts Studios,,,0,,,,,,,2010,7
30513,Fancy Pocket,Simulation,,GBA,Jorudan,Jorudan,,,0,,,,,,,2002,2
30514,Fantasia,Platform,,GEN,Sega,Infogrames,,,0,,,,,,,1991,4
30515,Fantastic 4,Action,E10,GBA,Activision,Torus Games,5.5,,0,,,,,,,2005,5
30517,Fantastic Children,Action,,GBA,Bandai,Bandai,,,0,,,,,,,2005,5
30519,Fantastic Dizzy,Adventure,,GG,Codemasters,Codemasters,,,0,,,,,,,1993,4
30520,Fantastic Dizzy,Adventure,,MS,Codemasters,Codemasters,,,0,,,,,,,1993,8
30521,Fantastic Dizzy,Adventure,,GEN,Codemasters,Codemasters,,,0,,,,,,,1993,6
30523,Fantastic Marchen: Cake-yasan Monogatari + Doubutsu Chara Navi Uranai Kosei Shinri Gaku,Misc,,GBA,Culture Brain,Culture Brain,,,0,,,,,,,2002,2
30524,Fantastic Pinball Kyutenkai,Misc,,PS,TechnoSoft,"TechnoSoft Co., Ltd.",,,0,,,,,,,1995,2
30525,Fantastic Pinball Kyutenkai,Misc,,SAT,TechnoSoft,"TechnoSoft Co., Ltd.",,,0,,,,,,,1995,2
30528,Fantasy Hero: Unsigned Legacy,Misc,,PSV,Arc System Works,Unknown,,,0,,,,,,,2014,4
30531,Fantasy Tap,Adventure,,PS,Jaleco,Jaleco Entertainment,,,0,,,,,,,1997,4
30533,Fantasy Zone,Shooter,,GG,Sims,Sega,,,0,,,,,,,1991,2
30534,Fantasy Zone,Shooter,,NES,Sunsoft,SunSoft,,,0,,,,,,,1987,3
30536,Fantasy Zone,Shooter,,PCE,NEC,Bits Laboratory,,,0,,,,,,,1989,3
30537,Fantasy Zone,Shooter,,MS,Sega,Sega,,,0,,,,,,,1986,1
30538,Fantasy Zone (Tengen),Shooter,,NES,Tengen,Tengen,,,0,,,,,,,1989,5
30539,Fantasy Zone II,Shooter,,MS,Sega,Sega,,,0,,,,,,,1987,2
30541,Fantasy Zone II: OpaOpa no Namida,Shooter,,NES,Sunsoft,SunSoft,,,0,,,,,,,1988,4
30542,Fantasy Zone: The Maze,Shooter,,MS,Sega,Sega,,,0,,,,,,,1988,3
30545,Far Cry 2 / Tom Clancy's Ghost Recon Advanced Warfighter Double Pack,Misc,,X360,Ubisoft,Unknown,,,0,,,,,,,2012,8
30547,Far Cry 3: Blood Dragon,Misc,,PS3,Ubisoft,Unknown,,,0,,,,,,,2013,8
30548,Far Cry 3: Blood Dragon,Misc,,X360,Ubisoft,Unknown,,,0,,,,,,,2013,9
30549,Far East of Eden II: Manji Maru,Role-Playing,,PCE,Hudson Soft,RED Entertainment,,,0,,,,,,,1992,6
30553,Faria: A World of Mystery & Danger!,Role-Playing,,NES,Nexoft,Game Arts,,,0,,,,,,,1991,7
30555,Farland Saga: Toki no Douhyou,Role-Playing,,SAT,TGL,TGL,,,0,,,,,,,1998,5
30556,Farland Saga: Toki no Michishirube,Role-Playing,,PS,TGL,TGL,,,0,,,,,,,1999,6
30558,Farland Story FX,Role-Playing,,PCFX,NEC,NEC,,,0,,,,,,,1996,3
30574,Farming 2017 - The Simulation,Simulation,,WiiU,UIG Entertainment,UIG Entertainment,,,0,,,,,,,2016,5
30575,Farming 2017 - The Simulation,Simulation,,PS3,UIG Entertainment,UIG Entertainment,,,0,,,,,,,2016,11
30576,Farming Simulator 2014,Simulation,E,3DS,Focus Home Interactive,Giants Software,,,0,,,,,,,2014,4
30587,Fast & Furious: Showdown,Action,,3DS,Activision,Unknown,,,0,,,,,,,2013,3
30588,Fast & Furious: Showdown,Action,,WiiU,Activision,Unknown,,,0,,,,,,,2013,2
30592,Fast Eddie,Platform,,2600,20th Century Fox Video Games,Sirius Software,,,0,,,,,,,1982,6
30595,Fast Striker,Shooter,,NG,Unknown,NG:DEV.TEAM,,,0,,,,,,,2010,21
30596,Fast Striker 1.5,Shooter,,DC,Unknown,NG:DEV.TEAM,,,0,,,,,,,2010,13
30597,Fastest 1,Racing,,GEN,Human Entertainment,Human Entertainment,,,0,,,,,,,1991,4
30598,Fastest Lap,Racing,,GB,Vap,KID Corporation,,,0,,,,,,,1992,4
30599,Fat Bobby,Misc,,Lynx,Telegames,Telegames,,,0,,,,,,,1997,1998
30600,Fat Dragons,Action,,X360,Nostatic Software,Nostatic Software,,,0,,,,,,,2014,10
30601,Fat Dragons,Action,,PSV,Nostatic Software,Nostatic Software,,,0,,,,,,,2014,4
30603,Fat Princess Adventures,Action,,PS4,Sony Computer Entertainment,Fun Bits,,,0,,,,,,,2015,3
30607,Fat Princess: Piece of Cake,Puzzle,T,PSV,Sony Computer Entertainment America,SCEA Santa Monica Studio,,,0,,,,,,,2015,5
30609,Fatal Fury,Fighting,,NG,SNK,SNK Corporation,,,0,,,,,,,1991,2
30610,Fatal Fury,Fighting,,GEN,Takara,SNK Corporation,,,0,,,,,,,1993,6
30614,Fatal Fury 2,Fighting,,NG,SNK,SNK Corporation,,,0,,,,,,,1993,4
30616,Fatal Fury 2,Fighting,,GEN,Takara,SNK Corporation,,,0,,,,,,,1994,7
30617,Fatal Fury 2 (CD),Fighting,,NG,SNK,SNK Corporation,,,0,,,,,,,1995,6
30618,Fatal Fury 3: Road to the Final Victory,Fighting,,NG,SNK,SNK Corporation,,,0,,,,,,,1995,6
30621,Fatal Fury 3: Road to the Final Victory (CD),Fighting,,NG,SNK,SNK Corporation,,,0,,,,,,,1995,6
30623,Fatal Fury Special,Fighting,,GG,Takara,Takara / Aspect Co.,,,0,,,,,,,1994,5
30624,Fatal Fury Special,Fighting,T,SCD,JVC,Funcom,,,0,,,,,,,1995,5
30625,Fatal Fury Special,Fighting,,NG,SNK,SNK Corporation,,,0,,,,,,,1993,4
30627,Fatal Fury Special (CD),Fighting,,NG,SNK,SNK Corporation,,,0,,,,,,,1994,5
30628,Fatal Fury: Mark of the Wolves,Fighting,T,DC,Agetec,SNK Corporation,8.8,,0,,,,,,,2001,4
30629,Fatal Fury: The Battle of Fury (CD),Fighting,,NG,SNK,SNK Corporation,,,0,,,,,,,1994,5
30633,Fatal Labyrinth,Role-Playing,,GEN,Sega,Sega Enterprises,,,0,,,,,,,1991,4
30635,Fatal Rewind,Platform,,GEN,Electronic Arts,Raising Hell,,,0,,,,,,,1991,4
30636,Fatal Run,Racing,,7800,Atari,Sculptured Software,,,0,,,,,,,1987,2
30637,Fatal Run,Racing,,2600,Atari,Atari,,,0,,,,,,,1990,14
30646,Fate/Unlimited Codes,Fighting,,PSP,Unknown,Eighting,,,0,,,,,,,2009,6
30649,Fathammer Classics Pack,Misc,E,GIZ,Gizmondo Studios,AI Factory,,,0,,,,,,,2005,1
30650,Fathom,Action,,2600,Imagic,Imagic,,,0,,,,,,,1983,7
30651,Fatty Bear's Birthday Surprise,Misc,,3DO,3DO,Humongous Entertainment,,,0,,,,,,,1993,1
30653,Fatty Bear's Fun Pack,Misc,,3DO,Media.Vision Entertainment,Humongous Entertainment,,,0,,,,,,,1994,2
30654,Faussete Amour,Platform,,PCE,Naxat Soft,Naxat Soft,,,0,,,,,,,1993,7
30655,Favorite Dear,Adventure,,PS,NEC Interchannel,NEC Interchannel,,,0,,,,,,,1999,6
30656,Favorite Dear: Enkan no Monogatari,Adventure,,PS,NEC Interchannel,NEC Interchannel,,,0,,,,,,,2001,8
30658,Favorite Dear: Junshiro no Yogenmono,Adventure,,PS,NEC Interchannel,NEC Interchannel,,,0,,,,,,,2000,7
30661,Faxanadu,Role-Playing,,NES,Nintendo,Nihon Falcom Corporation,,,0,,,,,,,1989,5
30664,Fe,Action,E,XOne,Electronic Arts,Zoink Games,,,0,,,,,,,2018,6
30665,Fe,Action,E,PS4,Electronic Arts,Zoink Games,,,0,,,,,,,2018,6
30669,FEDA 2: White Surge the Platoon,Strategy,,PS,Yanoman,Max Entertainment,,,0,,,,,,,1997,4
30670,FEDA Remake! The Emblem of Justice,Strategy,,SAT,Yanoman,Max Entertainment,,,0,,,,,,,1996,3
30671,FEDA: The Emblem of Justice,Strategy,,SNES,Yanoman,Max Entertainment,,,0,,,,,,,1994,5
30678,Felix the Cat,Platform,,NES,Hudson Soft,Hudson Soft,,,0,,,,,,,1992,8
30679,Felix The Cat,Platform,,GB,Hudson Soft,Hudson Soft,,,0,,,,,,,1993,5
30682,Fenix Rage,Misc,,PS4,Unknown,Unknown,,,0,,,,,,,2014,2
30684,Fenix Rage,Platform,,XOne,Green Lava Studios,Green Lava Studios,,,0,,,,,,,2015,3
30685,Ferias Frustradas de Pica Pau,Platform,,MS,Tec Toy,Tec Toy,,,0,,,,,,,1996,11
30686,Ferias Frustradas de Pica Pau,Platform,,GEN,Tec Toy,Tec Toy,,,0,,,,,,,1995,8
30688,Ferrari Grand Prix Challenge,Racing,,GB,Acclaim Entertainment,System 3 Software,,,0,,,,,,,1992,4
30689,Ferrari Grand Prix Challenge,Racing,,NES,Acclaim Entertainment,System 3 Software,,,0,,,,,,,1992,8
30690,Ferrari Grand Prix Challenge,Racing,,GEN,Flying Edge,Aisystem Tokyo,,,0,,,,,,,1992,5
30692,Ferret Monogatari: Watashi no Okini Iri,Simulation,,GB,Culture Brain,Culture Brain,,,0,,,,,,,2000,12
30696,Fester's Quest,Shooter,,NES,Sunsoft,SunSoft,,,0,,,,,,,1989,5
30698,Fever 2: Sankyo Koushiki Pachinko Simulation,Misc,,PS,ICS,ICS,,,0,,,,,,,2000,7
30699,Fever 3: Sankyo Koushiki Pachinko Simulation,Misc,,PS,ICS,ICS,,,0,,,,,,,2000,7
30700,Fever 4: Sankyo Koushiki Pachinko Simulation,Misc,,PS,ICS,ICS,,,0,,,,,,,2001,8
30701,Fever 5: Sankyo Koushiki Pachinko Simulation,Misc,,PS,ICS,ICS,,,0,,,,,,,2001,8
30703,Fever Sankyo Koushiki Pachinko Simulation for WonderSwan,Misc,,WS,Bec,Bec,,,0,,,,,,,1999,1
30704,Fever: Sankyo Koushiki Pachinko Simulation,Misc,,PS,Ichikawa,Ichikawa,,,0,,,,,,,1999,6
30706,Fez,Misc,,PS4,Polytron,Unknown,,,0,,,,,,,2014,2
30707,Fez,Misc,,PSV,Polytron,Unknown,,,0,,,,,,,2014,4
30708,Fidelity Ultimate Chess Challenge,Misc,,Lynx,Telegames,"Telegames, Inc.",,,0,,,,,,,1992,1993
30710,Field of Nine: Digital Edition 2001,Sports,,GBA,Konami,Konami,,,0,,,,,,,2001,1
30716,FIFA 07 Soccer,Sports,E,GBA,Electronic Arts,EA Canada,4.1,,0,,,,,,,2006,6
30717,FIFA 13,Misc,,PS2,EA Sports,Unknown,,,0,,,,,,,2012,13
30719,FIFA 14,Sports,,PS2,EA Sports,EA Canada,,,0,,,,,,,2013,14
30721,FIFA 2000,Sports,E,GB,EA Sports,Tiertex Design Studios,,,0,,,,,,,1999,11
30724,FIFA 99,Sports,E,PS,EA Sports,EA Canada,8.8,,0,,,,,,,1998,5
30725,FIFA International Soccer,Sports,,SNES,EA Sports,EA Sports,,,0,,,,,,,1994,5
30726,FIFA International Soccer,Sports,,3DO,EA Sports,Extended Play Productions,,,0,,,,,,,1994,2
30727,FIFA International Soccer,Sports,,GG,Electronic Arts,Tiertex Design Studios,,,0,,,,,,,1994,5
30728,FIFA International Soccer,Sports,,GEN,EA Sports,Extended Play Productions,,,0,,,,,,,1993,6
30729,FIFA International Soccer,Sports,E,GB,Malibu Games,Probe Entertainment Limited,,,0,,,,,,,1995,7
30730,FIFA International Soccer,Sports,,SCD,EA Sports,Extended Play Productions,,,0,,,,,,,1994,4
30731,FIFA International Soccer,Sports,,MS,Tec Toy,EA Sports,,,0,,,,,,,1996,11
30736,FIFA Soccer '95,Sports,,GG,Electronic Arts,EA Sports,,,0,,,,,,,1994,5
30746,FIFA Soccer 2003,Sports,E,PS,EA Sports,EA Canada,,,0,,,,,,,2002,9
30748,FIFA Soccer 2004,Sports,E,NGage,EA Sports,Exient Entertainment,6.4,,0,,,,,,,2004,2
30749,FIFA Soccer 2004,Sports,E,PS,EA Sports,EA Canada,,,0,,,,,,,2003,10
30750,FIFA Soccer 2005,Sports,E,NGage,Nokia,Exient Entertainment,8.2,,0,,,,,,,2004,2
